reg_type,addr,descrip
,3200,
F32,3201,
,3201,
,3201,
,3202,
,3202,Curven  Special Density at ConcentrationY (at Ref Temp)
,3202,
F32,3203,Curven  SD Coeff at ConcentrationY (at Ref Temp)
,3203,
,3203,Curven Special Density Units Code
,3204,Curven Enable Special Density Curve (1=Enabled)
,3204,Curven Special Density Units Text
,3204,
F32,3205,
,3205,
,3205,User Defined SGU of Solid (ETO10598)
,3206,
,3206,Batch Fast Fill AOC Rate Method
,3206,Undefined
F32,3207,Flow Verification Zero
,3207,
,3208,DDC Global Trigger Status
,3208,"Bits 0:2   User Trigger 1 (0=no mem, 1=awaiting, 2=complete, 3=1+2, 4=in prog)"
F32,3209,"Bits 3:5   User Trigger 2 (0=no mem, 1=awaiting, 2=complete, 3=1+2, 4=in prog)"
,3209,"Bits 6:8   User Trigger 3 (0=no mem, 1=awaiting, 2=complete, 3=1+2, 4=in prog)"
A16,3210,"Bits 9:11  User Trigger 4 (0=no mem, 1=awaiting, 2=complete, 3=1+2, 4=in prog)"
A22,3210,"Bits 12:14  User Trigger 5 (0=no mem, 1=awaiting, 2=complete, 3=1+2, 4=in prog)"
,3210,"DDC Trigger Index  ( 0-7 valid, Triggers 0-2 are predefined and read-only)"
F32,3211,"DDC Trigger Status (0=Insuff. Memory, 1=Awaiting, 2=Complete, 3=Complete And Awaiting, 4=In Progress)"
,3211,"DDC Trigger Once (0=No, 1=Only Once)"
,3211,DDC Trigger “A” Event Code
,3212,"DDC Trigger operator (0=AND, 1=OR)"
,3212,DDC Trigger “B” Event Code
,3212,"DDC Storage Rate (units of 0.01 Sec,  Max= 655.35 Sec)"
F32,3213,DDC # of Samples in buffer
,3213,"DDC Trigger A PV Code (if applicable, otherwise ‘None’)"
,3213,"DDC Trigger B PV Code (if applicable, otherwise ‘None’)"
,3214,"DDC % After Trigger ( units of 1%, values of 0-100 are valid)"
,3214,"DDC Trigger A PV Value (for trigger event codes 0 & 1, units per 2808) "
,3214,
F32,3215,"DDC Trigger B PV Value  (for trigger event codes 0 & 1, units per 2809)"
,3215,
,3215,"DDC Trigger A Value (for trigger codes 2,3, and 8)  "
,3216,
,3216,"DDC Trigger B Value (for trigger codes 2,3, and 8)"
,3216,
F32,3217,DDC Trigger Estimated Size
,3217,Sample Number being stored
,3217,DDC Trigger Data Storage Started At X time since last power-up 
F32,3218,(0xFFFFFFFF means trigger not started or power-cycle since complete)
,3218,DDC Trigger Compression  (NAN if no data in trigger buffer) 
,3218,
F32,3219,DDC Total Available Memory For All Trigger Buffers 
,3219,
,3219,"DDC Free Buffer Memory, not yet used by Trigger Buffers "
,3220,
,3220,DDC Estimated Compression (used for all triggers) 
A16,3221,
A22,3221,DDC Trigger Storage Type Index  ( 0 to 31 )
F32,3221,"DDC Trigger Storage Type Value  (PV codes are valid, indexed on 2815)"
,3222,"DDC Trigger Count of Triggered Events (reset when ""1"" is written to 2801)"
,3222,Trigger Buffer Sample Number Index (Buffer is not random access!)
,3222,Trigger Buffer Value for Status Word 419/420 (Indexed on 2834)
F32,3223,
,3223,Trigger Buffer Value for Status Word 421/422 (Indexed on 2834)
,3223,
,3224,Trigger Buffer Value for Status Word 423/424 (Indexed on 2834)
,3224,
,3224,Trigger Buffer Value for Status Word 433/434 (Indexed on 2834)
F32,3225,
,3225,Trigger Buffer Value For Storage #0 (Indexed on 2834)
,3225,
,3226,Trigger Buffer Value For Storage #1 (Indexed on 2834)
,3226,
,3226,Trigger Buffer Value For Storage #2 (Indexed on 2834)
F32,3227,
,3227,Trigger Buffer Value For Storage #3 (Indexed on 2834)
,3227,
,3228,Trigger Buffer Value For Storage #4 (Indexed on 2834)
,3228,
,3228,Trigger Buffer Value For Storage #5 (Indexed on 2834)
F32,3229,
F32,3229,Trigger Buffer Value For Storage #6 (Indexed on 2834)
,3229,
,3230,Trigger Buffer Value For Storage #7 (Indexed on 2834)
,3230,
,3230,Trigger Buffer Value For Storage #8 (Indexed on 2834)
F32,3231,
,3231,Trigger Buffer Value For Storage #9 (Indexed on 2834)
A16,3232,
A22,3232,Trigger Buffer Value For Storage #10 (Indexed on 2834)
,3232,
F32,3233,Trigger Buffer Value For Storage #11 (Indexed on 2834)
,3233,
,3233,Trigger Buffer Value For Storage #12 (Indexed on 2834)
,3234,
,3234,Trigger Buffer Value For Storage #13 (Indexed on 2834)
,3234,
F32,3235,Trigger Buffer Value For Storage #14 (Indexed on 2834)
,3235,
,3235,Trigger Buffer Value For Storage #15 (Indexed on 2834)
,3236,
,3236,Trigger Buffer Value For Storage #16 (Indexed on 2834)
,3236,
F32,3237,Trigger Buffer Value For Storage #17 (Indexed on 2834)
,3237,
,3237,Trigger Buffer Value For Storage #18 (Indexed on 2834)
,3238,
,3238,Trigger Buffer Value For Storage #19 (Indexed on 2834)
,3238,
F32,3239,Trigger Buffer Value For Storage #20 (Indexed on 2834)
,3239,
,3239,Trigger Buffer Value For Storage #21 (Indexed on 2834)
F32,3240,
,3240,Trigger Buffer Value For Storage #22 (Indexed on 2834)
,3240,
F32,3241,Trigger Buffer Value For Storage #23 (Indexed on 2834)
,3241,
,3241,Trigger Buffer Value For Storage #24 (Indexed on 2834)
,3242,
,3242,Trigger Buffer Value For Storage #25 (Indexed on 2834)
A22,3243,
,3243,Trigger Buffer Value For Storage #26 (Indexed on 2834)
,3244,
,3244,Trigger Buffer Value For Storage #27 (Indexed on 2834)
,3245,
,3245,Trigger Buffer Value For Storage #28 (Indexed on 2834)
,3246,
,3246,Trigger Buffer Value For Storage #29 (Indexed on 2834)
,3247,
,3247,Trigger Buffer Value For Storage #30 (Indexed on 2834)
,3248,
,3248,Trigger Buffer Value For Storage #31 (Indexed on 2834)
,3249,
,3249,Config Total #1 (Mass Total Default) Direction Config Register
,3250,Config Total #2 (Vol Total Default) Direction Config Register
,3250,Config Total #3 (API Vol Total Default) Direction Config Register
F32,3251,Config Total #4 (GSV Total Default) Direction Config Register
,3251,Config Total #5 (ED Std Vol Total Default) Direction Config Register
,3252,Config Total #6 (ED Net Mass Total Default) Direction Config Register
,3252,Config Total #7 (ED Net Vol Total Default) Direction Config Register
F32,3253,Config Inv #1 (Mass Inv Default) Direction Config Register
,3253,Config Inv #2 (Vol Inv Default) Direction Config Register
A22,3254,Config Inv #3 (API Vol Inv Default) Direction Config Register
,3254,Config Inv #4 (GSV Inv Default) Direction Config Register
,3255,Config Inv #5 (ED Std Vol Inv Default) Direction Config Register
,3255,Config Inv #6 (ED Net Mass Inv Default) Direction Config Register
,3256,Config Inv #7 (ED Net Vol Inv Default) Direction Config Register
,3256,Config Total #1 Source Config Register
,3257,Config Total #2 Source Config Register
,3257,Config Total #3 Source Config Register
,3258,Config Total #4 Source Config Register
,3258,Config Total #5 Source Config Register
,3259,Config Total #6 Source Config Register
,3259,Config Total #7 Source Config Register
,3260,Config Inv #1 Source Config Register
,3260,Config Inv #2 Source Config Register
,3261,Config Inv #3 Source Config Register
,3261,Config Inv #4 Source Config Register
,3262,Config Inv #5 Source Config Register
,3262,Config Inv #6 Source Config Register
F32,3263,Config Inv #7 Source Config Register
,3263,Config Total #1 Units Code Register
,3264,Config Total #2 Units Code Register
,3264,Config Total #3 Units Code Register
A22,3265,Config Total #4 Units Code Register
A22,3265,Config Total #5 Units Code Register
,3266,Config Total #6 Units Code Register
,3266,Config Total #7 Units Code Register
,3267,Config Inv #1 Units Code Register
,3267,Config Inv #2 Units Code Register
,3268,Config Inv #3 Units Code Register
,3268,Config Inv #4 Units Code Register
,3269,Config Inv #5 Units Code Register
,3269,Config Inv #6 Units Code Register
,3270,Config Inv #7 Units Code Register
,3270,Alternate Mass Total Units  (See allowable total units codes)
,3271,Original Active Curve Name of Curve
,3271,
,3272,
,3272,
,3273,
,3273,
,3274,Extended Active Curve Name of Curve
,3274,
,3275,
,3275,
A22,3276,
,3277,
,3278,Active Curve Special Density Units Code
,3279,Active Curve Special Density Units Text
,3280,
,3281,
,3282,
,3283,Active Curve Concentration Code
,3284,Active Curve Special Concentration Text
,3285,
,3286,
A22,3287,
,3288,Output Channel D Type Assignment (refer to output type codes) 
,3289,Output Channel E Type Assignment (refer to output type codes) 
,3290,Output Channel F Type Assignment (refer to output type codes)
,3291,Output Channel G Type Assignment (refer to output type codes)
,3292,Output Channel H Type Assignment (refer to output type codes)
,3293,Channel D Power (refer to power source codes)
,3294,Channel E Power (refer to power source codes) 
,3295,Channel F Power (refer to power source codes) 
,3296,Channel G Power (refer to power source codes) 
,3297,Channel H Power (refer to power source codes) 
A22,3298,Undefined
,3299,
,3300,
,3301,"FCF Datalog Index (0-19, 0 = most recent run)"
,3302,FCF Datalog Item 1: Run Number
,3303,"FCF Datalog Item 5: Status (Bit7 = FCF pass/fail, Bits6-4 = state, Bits3-0 = Abort code) Abort States are compressed to fit in 3 bits"
,3304,FCF Datalog Item 2: Time Initiated (in running seconds)
,3305,
,3306,FCF Datalog Item 3: LPO Normalized Data
,3307,
,3308,FCF Datalog Item 4: RPO Normalized Data
A22,3309,
,3310,MV Timers: Time Until First Run in Hours
,3311,
,3312,MV Timers: Time between each run after the first run initiated in hours
,3313,
,3314,MV Timers: Time left until next run in hours
,3315,
,3316,Undefined
,3317,Enable FCF Verification (See FCF Enable Codes) 
,3318,Algorithm State (1 through 18)
,3319,Abort Code
A22,3320,0=No error
,3321,1=Manual abort
,3322,2=Drive settle time error
,3323,3=Frequency drift error
,3324,4=Drive voltage too high
,3325,5=Drive current too high (unstable drive)
,3326,6=Drive current erratic (unstable drive)
,3327,7=General drive error
,3328,8=Delta T erratic
,3329,9=Delta To too high
,3330,10=State running (internal use only)
A22,3331,11=State complete (internal use only)
,3332,12=Fault Condition
,3333,13=Unit has not been calibrated on air
,3334,14=Unit has not been calibrated on water
,3335,15=Meter verification configuration items are not correct (registers 3083-3091)
,3336,State at Abort
,3337,Stiffness out of limits LPO
,3338,Stiffness out of limits RPO
,3339,Damping out of limits
,3340,Mass out of limits LPO
,3341,Mass out of limits RPO
A22,3342,Resonant Frequency Estimate out of limits 
,3343,Drive current out of limits 
,3344,Delta t out of limits
,3345,Temperature out of limits 
,3346,Density out of limits
,3347,Drive frequency out of limits 
,3348,LPO filter out of limits 
,3349,RPO filter out of limits 
,3350,FCF Validation Counter
,3351,Undefined
,3352,Sensor Type (See Sensor Type Codes) (700 is limited)
A22,3353,Progress (% Complete)
,3354,"FRF Coeff – T1, LPO, Real"
,3355,
,3356,"FRF Coeff – T1, LPO, Imag"
,3357,
,3358,"FRF Coeff – T2, LPO, Real"
,3359,
,3360,"FRF Coeff – T2, LPO, Imag"
,3361,
,3362,"FRF Coeff – T3, LPO, Real"
,3363,
A22,3364,"FRF Coeff – T3, LPO, Imag"
,3365,
,3366,"FRF Coeff – T4, LPO, Real"
,3367,
,3368,"FRF Coeff – T4, LPO, Imag"
,3369,
,3370,"FRF Coeff – Dr, LPO, Real"
,3371,
,3372,"FRF Coeff – Dr, LPO, Imag"
,3373,
,3374,"FRF Coeff – T1, RPO, Real"
A8,3375,
,3376,"FRF Coeff – T1, RPO, Imag"
,3377,
,3378,"FRF Coeff – T2, RPO, Real"
F32,3379,
,3380,"FRF Coeff – T2, RPO, Imag"
F32,3381,
,3382,"FRF Coeff – T3, RPO, Real"
F32,3383,
,3384,"FRF Coeff – T3, RPO, Imag"
F32,3385,
,3386,"FRF Coeff – T4, RPO, Real"
F32,3387,
,3388,"FRF Coeff – T4, RPO, Imag"
F32,3389,
,3390,"FRF Coeff – Dr, RPO, Real"
,3390,
F32,3391,"FRF Coeff – Dr, RPO, Imag"
,3392,
U32,3393,Test Tone 1 Frequency
,3393,
,3394,Test Tone 2 Frequency
U32,3395,
,3396,Test Tone 3 Frequency
U16,3397,
U16,3398,Test Tone 4 Frequency
U32,3399,
,3400,Carrier Frequency
F32,3401,
,3402,"Pole, Real"
F32,3403,
,3404,"Pole, Imag"
F32,3405,
,3406,"Residue, LPO, Real"
F32,3407,
,3408,"Residue, LPO, Imag"
F32,3409,
,3410,"Residue, RPO, Real"
F32,3411,
,3412,"Residue, RPO, Imag"
F32,3413,
,3414,Frf Tone Level (mA) 
F32,3415,
,3416,Tone Ramp Time (Seconds)
F32,3417,
,3418,BL Coef. 1
F32,3419,
,3420,FRF Drive Target
U16,3421,
,3422,FRF Drive P Coefficient
F32,3423,
,3424,"Output state during FCF Verification (0=Last Value, 1=Fault)"
F32,3425,BL Coef. 2
,3426,
F32,3427,"Override Meter Verification sensor parameteters - when set to 1, causes registers 3083, 3085, 3087, 3089, 3094, 3159, 3161, 3163 to be RW; when 0, causes them to be RO"
,3428,Undefined
F32,3429,
,3430,
F32,3431,"Update FRF Statistics (0=Do not update running stats, 1=Update)"
,3432,FCF Verification Data Set Selection (see FCF Data Set Codes Table)
F32,3433,Stiffness LPO
,3434,
F32,3435,Stiffness RPO
,3436,
F32,3437,Damping
,3438,
U16,3439,Mass LPO
,3440,
F32,3441,Mass RPO
,3442,
F32,3443,Resonant Frequency Estimate
,3444,
,3445,Drive Current
,3499,
,3500,Delta T
,3515,
,3516,Temperature
,3531,
,3532,Density
,3539,
,3540,Drive Frequency
,3541,
,3599,LPO Filter
F32,3600,
,3601,RPO Filter
U16,3602,
F32,3603,"Amp Calibration, Drive Tone, Real"
,3604,
F32,3605,"Amp Calibration, Drive Tone, Imaginary"
,3606,
U16,3607,"Amp Calibration, Test Tone 1, Real"
U16,3608,
U16,3609,"Amp Calibration, Test Tone 1, Imaginary"
U16,3610,
U16,3611,"Amp Calibration, Test Tone 2, Real"
U16,3612,
U16,3613,"Amp Calibration, Test Tone 2, Imaginary"
U16,3614,
U16,3615,"Amp Calibration, Test Tone 3, Real"
U16,3616,
U16,3617,"Amp Calibration, Test Tone 3, Imaginary"
U16,3618,
,3619,"Amp Calibration, Test Tone 4, Real"
,3620,
,3621,"Amp Calibration, Test Tone 4, Imaginary"
,3623,
,3625,Stiffness Limit Set point
,3627,
,3627,Mass Limit Set point
,3628,
F32,3629,Damping Limit Set point
,3629,
,3630,Res. Frequency Limit Set point
F32,3631,
,3632,Tube Frequency during meter verification
F32,3633,
U32,3633,Delta T during meter verification
,3634,
,3634,Tone Spacing Multiplier
F32,3635,
U32,3635,Frequency Drift Limit
,3636,
,3636,Max Sensor Current 
U16,3637,
U16,3638,KFQ2 Linear Density Correction for Stiffness Value
,3639,
,3899,Unused
U16,3900,Undefined (FCF Verification Expansion Area)
F32,3901,
,3902,
F32,3903,"Mass Flow waveform selection (1=fixed value, 2=sawtooth, 3=sine wave)"
,3904,"Line Temperature waveform selection (1=fixed value, 2=sawtooth, 3=sine)"
,3905,"Density waveform selection (1=fixed value, 2=sawtooth, 3=sine wave)"
,3906,"Viscosity waveform selection (1=fixed value, 2=sawtooth, 3=sine wave)"
F32,3907,Value for a fixed mass flow in  simulation mode
,3908,
F32,3909,Min. amplitude of Sine / Sawtooth wave for mass flow
,3910,
U16,3911,Max. amplitude of Sine / Sawtooth wave for mass flow
U16,3912,
F32,3913,Period of Sine / Sawtooth wave for mass flow
,3914,
F32,3915,Value for a fixed Line Temperature in  simulation mode
,3916,
F32,3917,Min. amplitude of Sine / Sawtooth wave for Line Temperature.
,3918,
F32,3919,Max. Amplitude of Sine / Sawtooth wave for Line Temperature.
,3920,
F32,3921,Period of Sine / Sawtooth wave for Line Temperature.
,3922,
F32,3923,Value for a fixed Density in  simulation mode
,3924,
F32,3925,Min. amplitude of Sine / Sawtooth wave for Density.
,3926,
F32,3927,Max. Amplitude of Sine / Sawtooth wave for Density.
,3928,
F32,3929,Period of Sine / Sawtooth wave for Density.
,3930,
F32,3931,Frequency Input Total Label
,3932,
F32,3933,
,3934,
F32,3935,
,3936,
U16,3937,
U16,3938,
U16,3939,
U16,3940,
F32,3941,
,3942,SG Calibration 1 Label
F32,3943,
,3944,
F32,3945,
,3946,
F32,3947,
,3948,
F32,3949,
,3950,Flow Rate 1 for Highly Characterized Sensor Linearization
F32,3951,
,3952,Flow Rate 2 for Highly Characterized Sensor Linearization
F32,3953,
,3954,Flow Rate 3 for Highly Characterized Sensor Linearization
F32,3955,
,3956,Flow Rate 4 for Highly Characterized Sensor Linearization
F32,3957,
,3958,Alarm Above Flow Rate for Highly Characterized Sensor Linearization
F32,3959,
,3960,Frequency Input Inventory Label
F32,3961,
,3962,
F32,3963,
,3964,
U16,3965,
U16,3966,
U16,3967,
U16,3968,
U16,3969,
U16,3970,
U16,3971,SG Calibration 2 Label
F32,3972,
,3973,
F32,3974,
,3975,
F32,3976,
,3977,
F32,3978,
,3979,Gas Purity Concentration (curve 2)
F32,3980,
,3981,Adjustment for Segment 1 for Highly Characterized Sensor Linearization
F32,3982,
,3983,Adjustment for Segment  2 for Highly Characterized Sensor Linearization
F32,3984,
,3985,Adjustment for Segment  3 for Highly Characterized Sensor Linearization
F32,3986,
,3987,Adjustment for Segment  4 for Highly Characterized Sensor Linearization
F32,3988,
,3989,Lock Zero for Highly Characterized Sensor Linearization
F32,3990,
,3991,Currently Applied Correction for Highly Characterized Sensor Linearization
F32,3992,
,3993,Mass Total Label
F32,3994,
,3995,
F32,3996,
,3997,
xx,3998,
,3999,
F32,4001,
,4002,
F32,4003,
,4004,
F32,4005,SG Calibration 3 Label
,4006,
F32,4007,
,4008,
F32,4009,
,4010,
F32,4011,
,4012,
F32,4013,10 Point Linearization Flow Rate 1
,4014,
F32,4015,10 Point Linearization Flow Rate 2
,4016,
F32,4017,10 Point Linearization Flow Rate 3
,4018,
F32,4019,10 Point Linearization Flow Rate 4
,4020,
U16,4021,Gas Purity Concentration (curve 3)
U16,4022,
F32,4023,Mass Inventory Label
,4024,
F32,4025,
,4026,
F32,4027,
,4028,
F32,4029,
,4030,
F32,4031,
F32,4031,
,4032,
,4032,SG Calibration 4 Label
F32,4033,
F32,4033,
,4034,
,4034,
F32,4035,
F32,4035,
,4036,
,4036,10 Point Linearization Flow Rate 5
F32,4037,
F32,4037,10 Point Linearization Flow Rate 6
,4038,
,4038,10 Point Linearization Flow Rate 7
F32,4039,
F32,4039,10 Point Linearization Flow Rate 8
,4040,
,4040,10 Point Linearization Flow Rate 9
F32,4041,
F32,4041,10 Point Linearization Flow Rate 10
,4042,
,4042,Gas Purity Concentration (curve 4)
F32,4043,
F32,4043,Volume Total Label
,4044,
,4044,
F32,4045,
F32,4045,
,4046,
,4046,
F32,4047,
F32,4047,
,4048,
,4048,
F32,4049,10 Point Linearization Correction 1
F32,4049,
,4050,10 Point Linearization Correction 2
,4050,
F32,4051,10 Point Linearization Correction 3
F32,4051,
,4052,10 Point Linearization Correction 4
,4052,
F32,4053,10 Point Linearization Correction 5
F32,4053,
,4054,10 Point Linearization Correction 6
,4054,
F32,4055,Volume Inventory Label
F32,4055,
,4056,
,4056,
F32,4057,
,4058,
F32,4059,
,4060,
F32,4061,
,4062,
,4063,
,4064,10 Point Linearization Correction 7
F32,4065,
,4066,10 Point Linearization Correction 8
F32,4067,
,4068,10 Point Linearization Correction 9
F32,4069,
F32,4069,10 Point Linearization Correction 10
,4070,
,4070,10 Point Linearization Current Correction 
F32,4071,
,4072,Gas Standard Volume Total Label
F32,4073,
,4074,
U16,4075,
U16,4076,
F32,4077,
,4078,
F32,4079,
,4080,
F32,4081,
,4082,
F32,4083,Last Assert File Name
,4084,
F32,4085,
,4086,
F32,4087,
,4088,
F32,4089,
F32,4089,
,4090,
,4090,
F32,4091,
,4092,Gas Standard Volume Inventory Label
F32,4093,
,4094,
F32,4095,
,4096,
F32,4097,
,4098,
F32,4099,
,4100,
F32,4101,
,4102,
F32,4103,API Corrected VolumeTotal Label
,4104,
F32,4105,
,4106,
F32,4107,
,4108,
F32,4109,
,4110,
F32,4111,
,4112,
F32,4113,
,4114,API Corrected VolumeInventory Label
U16,4115,
U16,4116,
U16,4117,
U16,4118,
U16,4119,
U16,4120,
F32,4121,
,4122,
F32,4123,
F32,4123,
,4124,ED Standard Volume Total Label
,4124,
A8,4125,
,4126,
,4127,
,4128,
F32,4129,
,4130,
F32,4131,
,4132,
F32,4133,
,4134,ED Standard Volume Inventory Label
F32,4135,
,4136,
F32,4137,
,4138,
F32,4139,
,4140,
F32,4141,
,4142,
F32,4143,
,4144,
F32,4145,ED Net Mass Total Label
,4146,
F32,4147,
,4148,
A8,4149,
,4150,
,4151,
,4152,
U16,4153,
U16,4154,
F32,4155,
,4156,ED Net Mass Inventory Label
F32,4157,
,4158,
F32,4159,
,4160,
F32,4161,
,4162,
U16,4163,
U16,4164,
U16,4165,
F32,4166,
,4167,ED Net Volume Total Label
F32,4168,
,4169,
F32,4170,
,4171,
F32,4172,
,4173,
U16,4174,
F32,4175,
,4176,
F32,4177,
,4178,ED Net Volume Inventory Label
F32,4179,
,4180,
F32,4181,
,4182,
F32,4183,
,4184,
F32,4185,
,4186,
A8,4187,
,4188,
,4189,PVR Status Message
,4190,
A8,4191,
,4192,
,4193,Gas Flow Rate for PVR (ETO22166)
,4194,
F32,4195,Gas Total for PVR (ETO22166)
,4196,
F32,4197,Mass Forward Total (Bunkering)
,4198,
U16,4199,Mass Forward Inventory (Bunkering)
F64,4200,
U16,4201,Mass Reverse Total (Bunkering)
U16,4202,
U16,4203,Mass Reverse Inventory (Bunkering)
,4203,
F64,4204,Viscosity Calibration Factor Slope
U16,4204,
U16,4205,Viscosity Calibration Factor Offset
,4206,
F32,4207,Core processor NV write count
,4207,Transmitter NV write count
F64,4208,Real-time clock in seconds
,4208,
F32,4209,Sensor Simulator K1
,4210,
F32,4211,Sensor Simulator K2
,4211,
F64,4212,Sensor Simulator Flow Cal Factor
,4212,
F32,4213,Sensor Simulator Density
,4214,
F32,4215,Sensor Simulator Mass Flow Constant
,4215,
F64,4216,Sensor Simulator Mass Flow Rate
,4216,
F32,4217,Sensor Simulator Temperature
,4218,
F32,4219,Sensor Simulator Delta T
,4219,
F64,4220,Sensor Simulator Frequency
,4220,
F32,4221,Sensor Simulator Sensor F0
,4222,
F32,4223,Sensor Simulator Sensor Q
,4223,Undefined
F64,4224,Sensor Simulator LPO Amplitude
,4224,
F32,4225,Sensor Simulator RPO Amplitude
,4226,
F32,4227,Sensor Simulator Noise Power
,4227,
F64,4228,Sensor Simulator Detla T Offset
,4228,
F32,4229,Sensor Simulator Density Temperature Coefficient
,4230,
F32,4231,Sensor Simulator Density Meter Factor
,4231,
F64,4232,Sensor Simulator Corrected Density
,4232,
F32,4233,RTD Simulator Resistance
,4234,
F32,4235,RTD Simulator Relay State
,4235,Undefined
F64,4236,Sensor Simulator Corrected MassFlow
,4236,
F32,4237,Sensor Simulator Temperature coefficient for flow  
,4238,
F32,4239,Reserved for Sensor Simulator
,4239,
F64,4240,
,4240,Bluetooth
F32,4241,
,4242,Bluetooth
F32,4243,
,4243,Bluetooth
F64,4244,
,4244,Bluetooth
F32,4245,Reserved for Bluetooth
,4246,
A16,4247,
,4247,Fixed Voltage for VO output (Used in conjunction with coil 348)
F64,4248,
,4248,Truck ID Number  ETO15561 Only
,4249,Truck Tare Weight  ETO15561 Only
,4250,
,4251,Target Weight Multiplier  ETO15561 Only
,4251,
F64,4252,Batch Start Time: seconds (0-59) ETO15561 Only
,4252,Batch Start Time: minutes (0-59)  ETO15561 Only
,4253,Batch Start Time: hours (0-23) ETO15561 Only
,4254,Batch Start Time: day (1-31)  ETO15561 Only
A16,4255,Batch Start Time: month (1-12)  ETO15561 Only
,4255,Batch Start Time: year (1996-2095) ETO15561 Only
F64,4256,Batch End Time: seconds (0-59) ETO15561 Only
,4256,Batch End Time: minutes (0-59)  ETO15561 Only
,4257,Batch End Time: hours (0-23) ETO15561 Only
,4258,Batch End Time: day (1-31)  ETO15561 Only
,4259,Batch End Time: month (1-12)  ETO15561 Only
,4259,Batch End Time: year (1996-2095) ETO15561 Only
F64,4260,Undefined
,4260,Flow Correction Index
,4261,Flow Point (Indexed on 3620)
,4262,Percent Error at Flow (Indexed on 3620)
A16,4263,Correction Factor (Indexed on 3620)
,4263,Live Uncorrected Mass Flow Rate
F64,4264,Live Correction Factor
,4264,Live Uncorrected Mass Flow Rate
,4265,
,4266,ETO32172 Meter Factor for low density setpoint
,4267,
,4267,ETO32172 Meter Factor for high density setpoint
F64,4268,
,4268,"Kinematic Viscosity Offset (ETO32819, standard as of v2.1)"
,4269,
,4270,Last Assert Line Time
U16,4271,
,4271,Actual Drive Gain (ETO32819 v2.1+)
U16,4272,
,4272,Last Assert Line Number
U16,4273,
F64,4274,"Software Build Type (Gas=21, Fork=22, CDM=23)"
,4277,ADZ Holdoff Temperature (ETO34269 v8.03+) (degC)
F64,4278,Undefined
,4281,
F64,4282,
,4285,User SG -- ETO 18914
F64,4286,
,4287,Undefined
,4288,
,4289,
F64,4290,Snapshot Period Average Outputs Period (Seconds)
,4291,Snapshot Drive Gain Threshold Addition Override  (see reg 3927)
,4292,
,4293,"Snapshot ""Cthresh"""
F32,4294,
,4295,Reserved
F32,4296,
,4297,Snapshot Gas Void Fraction (Percent Units)
F32,4298,
,4299,Snapshot Extended Drive Gain
,4299,
U16,4300,"Snapshot Confidence (0=Low, 1=Med, 2=High)"
F32,4301,Snapshot Current Hold Value Count
,4302,Snapshot Current Mass Flow Hold Value
F32,4303,
,4304,Snapshot Current Density Hold Value
F32,4305,
,4306,Snapshot Current Volume Flow Hold Value
F32,4307,
,4308,"Snapshot Current Decoupling Ratio ""A"""
,4309,
,4312,Snapshot Drive Gain Low
F32,4313,
,4314,Snapshot Drive Gain Threshold Period (Seconds)
F32,4315,
,4316,Snapshot Initial Drive Gain Threshold
F32,4317,
,4318,Snapshot Drive Gain Threshold Addition
F32,4319,
,4320,Snapshot Confidence Drive Gain Threshold #1
F32,4321,
,4322,Snapshot Confidence Drive Gain Threshold #2
,4323,
,4326,Snapshot Confidence GVF Threshold #1
F32,4327,
,4328,Snapshot Gas Density
F32,4329,
,4330,Snapshot Peak Detect Buffer Size
F32,4331,Snapshot Number of Low Drive Gain Sections
,4332,Snapshot Drive Gain Buffer Size
,4333,Snapshot Output Type  (see type codes)
,4336,Snapshot Current Extended Drive Gain Threshold
F32,4337,
,4338,Snapshot Unremediated Mass Flow
F32,4339,
,4340,Snapshot Unremediated Density
F32,4341,
,4342,Snapshot Unremediated Volume Flow
,4343,
,4346,Snapshot Period Average Output Mass Flow
F32,4347,
,4348,Snapshot Period Average Output Density
F32,4349,
,4350,Snapshot Period Average Output Volume Flow
F32,4351,
,4352,Snapshot Period Average Output Net Oil Flow @Line
,4353,
,4356,Snapshot Period Average Output Net Oil Flow @60F
F32,4357,
,4358,Snapshot Period Average Output Watercut @Line
F32,4359,
,4360,Snapshot Period Average Output Gas Void Fraction
F32,4361,
,4362,Snapshot Period Average Output Line Temperature
F32,4363,
,4364,Snapshot Period Average Output Confidence
F32,4365,Snapshot Contract Period Start Hour (0-23)
,4366,"Snapshot Contract Period #1 Source Tot/Inv (PVcodes: 2,4,6,7,17,18,24,25,27,28,30,31,63,64)
)
"
F32,4367,"Snapshot Contract Period #2 Source Tot/Inv (PVcodes: 2,4,6,7,17,18,24,25,27,28,30,31,63,64)
)
"
,4368,"Snapshot Contract Period #3 Source Tot/Inv (PVcodes: 2,4,6,7,17,18,24,25,27,28,30,31,63,64)
)
"
F32,4369,"Snapshot Contract Period #4 Source Tot/Inv (PVcodes: 2,4,6,7,17,18,24,25,27,28,30,31,63,64)
)
"
,4370,"Snapshot (APM2.0) - Drive Gain Threshold Override (See 3996), 0=manual 1=auto"
F32,4371,"Snapshot Contract Period #1 ""Today's"" (Current) Total"
,4372,
F32,4373,"Snapshot Contract Period #2 ""Today's"" (Current) Total"
,4374,
U32,4375,"Snapshot Contract Period #3 ""Today's"" (Current) Total"
,4376,
F32,4377,"Snapshot Contract Period #4 ""Today's"" (Current) Total"
,4378,
